,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
125,Diyaminauclea zeylanica (Hook.f.) Ridsdale,Diyaminauclea,zeylanica (Hook.f.) Ridsdale,Yes,Yes,218,,,,,,,Rubiaceae,Diyaminauclea zeylanica,Diyaminauclea zeylanica,748568-1,748568-1,Species
126,Dolichopentas longiflora (oliv.) Kårehed & B. Bremer,Dolichopentas,longiflora (oliv.) Kårehed & B. Bremer,,,,Yes,4,,,Inactive,5,Rubiaceae,Dolichopentas longiflora,Dolichopentas longiflora,77086225-1,77086225-1,Species
127,Duroia macrophylla Huber,Duroia,macrophylla Huber,Yes,Yes,70,,,,,,,Rubiaceae,Duroia macrophylla,Duroia macrophylla,86140-2,86140-2,Species
128,Edrastima uniflora (L.) Raf.,Edrastima,uniflora (L.) Raf.,Yes,Yes,99,,,,,,,Rubiaceae,Edrastima uniflora,Edrastima uniflora,60467434-2,60467434-2,Species
129,Elaeagia auriculata Hemsl.,Elaeagia,auriculata Hemsl.,Yes,No,68,,,,,,,Rubiaceae,Elaeagia auriculata,Elaeagia auriculata,748715-1,748715-1,Species
130,Elaeagia myriantha (Standl.) C. M. Taylor & Hammel,Elaeagia,myriantha (Standl.) C. M. Taylor & Hammel,Yes,Yes,68,,,,,,,Rubiaceae,Elaeagia myriantha,Elaeagia myriantha,975424-1,975424-1,Species
131,Elaeagia nitidifolia Dwyer,Elaeagia,nitidifolia Dwyer,Yes,Yes,68,,,,,,,Rubiaceae,Elaeagia nitidifolia,Elaeagia nitidifolia,88967-2,88967-2,Species
132,Emmenopterys henryi Oliv.,Emmenopterys,henryi Oliv.,Yes,Yes,71,,,,,,,Rubiaceae,Emmenopterys henryi,Emmenopterys henryi,748742-1,748742-1,Species
133,Eumachia cymuligera (Müll. Arg.) C. M. Taylor & Razafim,Eumachia,cymuligera (Müll. Arg.) C. M. Taylor & Razafim,Yes,Yes,72/102,,,,,,,Rubiaceae,Eumachia cymuligera,Eumachia cymuligera,77164450-1,77164450-1,Species
134,Eumachia depauperata (Müll.Arg.) M.R.V.Barbosa & M.S.Pereira,Eumachia,depauperata (Müll.Arg.) M.R.V.Barbosa & M.S.Pereira,Yes,Yes,72,,,,,,,Rubiaceae,Eumachia depauperata,Eumachia depauperata,77164451-1,77164451-1,Species
135,"Eumachia forsteriana (A. Gray) Barrabé, C. M. Taylor & Razafim.",Eumachia,"forsteriana (A. Gray) Barrabé, C. M. Taylor & Razafim.",Yes,Yes,72/164,,,,,,,Rubiaceae,Eumachia forsteriana,Eumachia forsteriana,77164469-1,77164469-1,Species
136,"Eumachia frutescens (C. T. White) Barrabé, C. M. Taylor & Razafim.",Eumachia,"frutescens (C. T. White) Barrabé, C. M. Taylor & Razafim.",Yes,Yes,72/113,,,,,,,Rubiaceae,Eumachia frutescens,Eumachia frutescens,77164470-1,77164470-1,Species
137,"Eumachia leptothyrsa (Miq.) Barrabé, C.M.Taylor & Razafim.",Eumachia,"leptothyrsa (Miq.) Barrabé, C.M.Taylor & Razafim.",Yes,Yes,72,,,,,,,Rubiaceae,Eumachia leptothyrsa,Eumachia leptothyrsa,77164477-1,77164477-1,Species
138,"Eumachia lyciiflora (Baill.) Barrabé, C. M. Taylor & Razafim.",Eumachia,"lyciiflora (Baill.) Barrabé, C. M. Taylor & Razafim.",Yes,Yes,72/102,,,,,,,Rubiaceae,Eumachia lyciiflora,Eumachia lyciiflora,77164484-1,77164484-1,Species
139,"Eumachia oleoides (Baill.) Barrabé, C. M. Taylor & Razafim.",Eumachia,"oleoides (Baill.) Barrabé, C. M. Taylor & Razafim.",Yes,Yes,72/102,,,,,,,Rubiaceae,Eumachia oleoides,Eumachia oleoides,77164489-1,77164489-1,Species
140,Eumachia rostrata (Blume) I. M. Turner,Eumachia,rostrata (Blume) I. M. Turner,Yes,Yes,72/162,,,,,,,Rubiaceae,Eumachia rostrata,Eumachia rostrata,77195625-1,77195625-1,Species
141,"Eumachia straminea (Hutch.) Barrabé, C.M.Taylor & Razafim.",Eumachia,"straminea (Hutch.) Barrabé, C.M.Taylor & Razafim.",Yes,No,72,,,,,,,Rubiaceae,Eumachia straminea,Eumachia straminea,77164498-1,77164498-1,Species
142,Exallage auricularia (L.) Bremek.,Exallage,auricularia (L.) Bremek.,Yes,Yes,99,,,,,,,Rubiaceae,Exallage auricularia,Exallage auricularia,748862-1,748862-1,Species
143,Exallage chrysotricha (Palib.) Neupane & N. Wikstr.,Exallage,chrysotricha (Palib.) Neupane & N. Wikstr.,Yes,Yes,101,,,,,,,Rubiaceae,Exallage chrysotricha,Exallage chrysotricha,77147284-1,77147284-1,Species
144,Exostema caribaeum (Jacq.) Schult.,Exostema,caribaeum (Jacq.) Schult.,,,,Yes,74,Yes,74,Active,196,Rubiaceae,Exostema caribaeum,Exostema caribaeum,1125915-2,1125915-2,Species
145,Fadogia cienkowskii Schweinf.,Fadogia,cienkowskii Schweinf.,Yes,Yes,75,Yes,75,Yes,75,Active,75,Rubiaceae,Fadogia cienkowskii,Fadogia cienkowskii,748960-1,748960-1,Species
146,Fadogia homblei De Wild.,Fadogia,homblei De Wild.,Yes,Yes,218,,,,,,,Rubiaceae,Fadogia homblei,Fadogia homblei,748979-1,748979-1,Species
147,Fadogiella stigmatoloba (K. Schum.) Robyns,Fadogiella,stigmatoloba (K. Schum.) Robyns,,,,Yes,76,Yes,76,,,Rubiaceae,Fadogiella stigmatoloba,Fadogiella stigmatoloba,749030-1,749030-1,Species
148,Faramea occidentalis (L.) A. Rich.,Faramea,occidentalis (L.) A. Rich.,Yes,Yes,77,,,,,Inactive,158,Rubiaceae,Faramea occidentalis,Faramea occidentalis,1187456-2,1187456-2,Species
149,Ferdinandusa rudgeoides (Benth.) Wedd.,Ferdinandusa,rudgeoides (Benth.) Wedd.,,,,Yes,209,,,,,Rubiaceae,Ferdinandusa rudgeoides,Ferdinandusa rudgeoides,749319-1,749319-1,Species
150,Feretia apodanthera Delile,Feretia,apodanthera Delile,Yes,Yes,78,Yes,25/135,,,Active,186,Rubiaceae,Feretia apodanthera,Feretia apodanthera,749328-1,749328-1,Species
151,Gaertnera phanerophlebia,Gaertnera,phanerophlebia,,,,,,Yes,65,,,Rubiaceae,Gaertnera phanerophlebia,Gaertnera phanerophlebia,546308-1,546308-1,Species
152,Galianthe ramosa E. L. Cabral.,Galianthe,ramosa E. L. Cabral.,Yes,Yes,79,,,,,,,Rubiaceae,Galianthe ramosa,Galianthe ramosa,300555-2,300555-2,Species
153,Galianthe thalictroides (K. Schum.) E. L. Cabral,Galianthe,thalictroides (K. Schum.) E. L. Cabral,Yes,Yes,80,,,,,,,Rubiaceae,Galianthe thalictroides,Galianthe thalictroides,963762-1,963762-1,Species
154,Galiniera saxifraga (Hochst.) Bridson,Galiniera,saxifraga (Hochst.) Bridson,Yes,Yes,81,,,,,,,Rubiaceae,Galiniera saxifraga,Galiniera saxifraga,945333-1,945333-1,Species
155,Galium aparine L.,Galium,aparine L.,Yes,Yes,"KN, 82",,,,,,,Rubiaceae,Galium aparine,Galium aparine,30007294-2,30007294-2,Species
156,Galium mollugo L.,Galium,mollugo L.,Yes,Yes,82,,,,,,,Rubiaceae,Galium mollugo,Galium mollugo,750253-1,750253-1,Species
157,Galium verum L.,Galium,verum L.,Yes,Yes,82,,,,,,,Rubiaceae,Galium verum,Galium verum,750829-1,750829-1,Species
158,Gardenia aqualla Stapf & Hutch.,Gardenia,aqualla Stapf & Hutch.,,,,Yes,135,,,,,Rubiaceae,Gardenia aqualla,Gardenia aqualla,750904-1,750904-1,Species
159,Gardenia erubescens Stapf & Hutch.,Gardenia,erubescens Stapf & Hutch.,,,,Yes,202,,,,,Rubiaceae,Gardenia erubescens,Gardenia erubescens,751008-1,751008-1,Species
160,Gardenia saxatilis E. T. Geddes,Gardenia,saxatilis E. T. Geddes,,,,,,,,Inactive,84,Rubiaceae,Gardenia saxatilis,Gardenia saxatilis,751232-1,751232-1,Species
161,Gardenia sokotensis Hutch.,Gardenia,sokotensis Hutch.,,,,Yes,63/135,,,Active,63,Rubiaceae,Gardenia sokotensis,Gardenia sokotensis,751250-1,751250-1,Species
162,Gardenia ternifolia Schumach. & Thonn.,Gardenia,ternifolia Schumach. & Thonn.,,,,Yes,62,,,Active,187,Rubiaceae,Gardenia ternifolia,Gardenia ternifolia,751285-1,751285-1,Species
163,Gardenia ternifolia subsp. jovis-tonantis (Welw.) Verdc.,Gardenia,ternifolia subsp. jovis-tonantis (Welw.) Verdc.,,,,Yes,86,,,Active,86,Rubiaceae,Gardenia ternifolia subsp. jovis-tonantis,Gardenia ternifolia,751285-1,890351-1,Subspecies
164,Gardenia thunbergia Thunb.,Gardenia,thunbergia Thunb.,,,,Yes,87,,,Active,83,Rubiaceae,Gardenia thunbergia,Gardenia thunbergia,751291-1,751291-1,Species
165,Gardenia urvillei Montrouz.,Gardenia,urvillei Montrouz.,,,,,,,,Active,85,Rubiaceae,Gardenia urvillei,Gardenia urvillei,751312-1,751312-1,Species
166,Genipa americana L.,Genipa,americana L.,Yes,Yes,68,Yes,"88, 209",,,,,Rubiaceae,Genipa americana,Genipa americana,751331-1,751331-1,Species
167,Geophila macropoda (Ruiz & Pav.) DC.,Geophila,macropoda (Ruiz & Pav.) DC.,Yes,Yes,72,,,,,,,Rubiaceae,Geophila macropoda,Geophila macropoda,1080914-2,1080914-2,Species
168,Geophila obvallata (Schumach. & Thonn.) Didr.,Geophila,obvallata (Schumach. & Thonn.) Didr.,,,,Yes,62,,,,,Rubiaceae,Geophila obvallata,Geophila obvallata,751452-1,751452-1,Species
169,Gonzalagunia ovatifolia (Donn. Sm.) B. L. Rob.,Gonzalagunia,ovatifolia (Donn. Sm.) B. L. Rob.,Yes,Yes,68,,,,,,,Rubiaceae,Gonzalagunia ovatifolia,Gonzalagunia ovatifolia,112521-2,112521-2,Species
170,Gonzalagunia panamensis (Cav.) K. Schum.,Gonzalagunia,panamensis (Cav.) K. Schum.,Yes,Yes,68,,,,,,,Rubiaceae,Gonzalagunia panamensis,Gonzalagunia panamensis,30107991-2,30107991-2,Species
171,Gonzalagunia rosea Standl.,Gonzalagunia,rosea Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Gonzalagunia rosea,Gonzalagunia rosea,112530-2,112530-2,Species
172,Gonzalagunia rudis (Standl.) Standl.,Gonzalagunia,rudis (Standl.) Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Gonzalagunia rudis,Gonzalagunia rudis,112531-2,112531-2,Species
173,Gonzalagunia stenostachya (Standl.) W. C. Burger,Gonzalagunia,stenostachya (Standl.) W. C. Burger,Yes,Yes,68,,,,,,,Rubiaceae,Gonzalagunia stenostachya,Gonzalagunia stenostachya,975248-1,975248-1,Species
174,Greeniopsis sibuyanensis Elmer,Greeniopsis,sibuyanensis Elmer,Yes,Yes,219,,,,,,,Rubiaceae,Greeniopsis sibuyanensis,Greeniopsis sibuyanensis,751635-1,751635-1,Species
175,Guettarda angelica Mart. ex Müll. Arg.,Guettarda,angelica Mart. ex Müll. Arg.,,,,Yes,209,,,,,Rubiaceae,Guettarda angelica,Guettarda angelica,751850-1,751850-1,Species
176,Guettarda calyptrata A. Rich.,Guettarda,calyptrata A. Rich.,Yes,Yes,95,,,,,,,Rubiaceae,Guettarda calyptrata,Guettarda calyptrata,114492-2,114492-2,Species
177,Guettarda elliptica Sw.,Guettarda,elliptica Sw.,Yes,Yes,96,,,,,,,Rubiaceae,Guettarda elliptica,Guettarda elliptica,114528-2,114528-2,Species
178,Guettarda heterosepala Guillaumin,Guettarda,heterosepala Guillaumin,Yes,Yes,93,,,,,,,Rubiaceae,Guettarda heterosepala,Guettarda heterosepala,751948-1,751948-1,Species
179,Guettarda platypoda DC.,Guettarda,platypoda DC.,Yes,Yes,220,,,,,,,Rubiaceae,Guettarda platypoda,Guettarda platypoda,752026-1,752026-1,Species
180,Guettarda speciosa L.,Guettarda,speciosa L.,Yes,Yes,92,Yes,89,,,Inactive,89,Rubiaceae,Guettarda speciosa,Guettarda speciosa,752069-1,752069-1,Species
181,Guettarda trimera Guillaumin,Guettarda,trimera Guillaumin,Yes,Yes,90,,,,,,,Rubiaceae,Guettarda trimera,Guettarda trimera,752093-1,752093-1,Species
182,Guettarda uruguensis Cham. & Schltdl.,Guettarda,uruguensis Cham. & Schltdl.,Yes,Yes,94,,,,,,,Rubiaceae,Guettarda uruguensis,Guettarda uruguensis,114647-2,114647-2,Species
183,Gyrostipula foveolata (Capuron) J.-F. Leroy,Gyrostipula,foveolata (Capuron) J.-F. Leroy,Yes,Yes,39,,,,,,,Rubiaceae,Gyrostipula foveolata,Gyrostipula foveolata,752146-1,752146-1,Species
184,Hamelia axillaris Sw.,Hamelia,axillaris Sw.,Yes,Yes,7,Yes,209,,,,,Rubiaceae,Hamelia axillaris,Hamelia axillaris,117176-2,117176-2,Species
185,Hamelia barbata Standl.,Hamelia,barbata Standl.,Yes,Yes,96,,,,,,,Rubiaceae,Hamelia barbata,Hamelia barbata,117178-2,117178-2,Species
186,Hamelia calycosa Donn. Sm.,Hamelia,calycosa Donn. Sm.,Yes,Yes,68,,,,,,,Rubiaceae,Hamelia calycosa,Hamelia calycosa,117182-2,117182-2,Species
187,Hamelia magnifolia Wernham,Hamelia,magnifolia Wernham,Yes,Yes,221,,,,,,,Rubiaceae,Hamelia magnifolia,Hamelia magnifolia,117197-2,117197-2,Species
188,Hamelia patens Jacq.,Hamelia,patens Jacq.,Yes,Yes,"68, 222",Yes,"97, 209",,,,,Rubiaceae,Hamelia patens,Hamelia patens,752194-1,752194-1,Species
189,Hamelia sanguinea Elias,Hamelia,sanguinea Elias,Yes,Yes,68,,,,,,,Rubiaceae,Hamelia sanguinea,Hamelia sanguinea,297071-2,297071-2,Species
190,Hamelia xerocarpa Kuntze,Hamelia,xerocarpa Kuntze,Yes,Yes,68,,,,,,,Rubiaceae,Hamelia xerocarpa,Hamelia xerocarpa,117219-2,117219-2,Species
191,Heinsia crinita (Wennberg) G. Taylor,Heinsia,crinita (Wennberg) G. Taylor,Yes,Yes,103/226,,,,,Inactive,103,Rubiaceae,Heinsia crinita,Heinsia crinita,753022-1,753022-1,Species
192,Hexasepalum scandens (Sw.) J. H. Kirkbr. & Delprete,Hexasepalum,scandens (Sw.) J. H. Kirkbr. & Delprete,Yes,Yes,69,,,,,,,Rubiaceae,Hexasepalum scandens,Hexasepalum scandens,77154344-1,77154344-1,Species
193,Hillia palmana Standl.,Hillia,palmana Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Hillia palmana,Hillia palmana,122675-2,122675-2,Species
194,Hillia panamensis Standl.,Hillia,panamensis Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Hillia panamensis,Hillia panamensis,122676-2,122676-2,Species
195,Hillia tetrandra Sw.,Hillia,tetrandra Sw.,Yes,Yes,68,,,,,,,Rubiaceae,Hillia tetrandra,Hillia tetrandra,753106-1,753106-1,Species
196,Hillia triflora (Oerst.) C. M. Taylor,Hillia,triflora (Oerst.) C. M. Taylor,Yes,Yes,68,,,,,,,Rubiaceae,Hillia triflora,Hillia triflora,947182-1,947182-1,Species
197,Himalrandia tetrasperma (Wall. ex Roxb.) T. Yamaz,Himalrandia,tetrasperma (Wall. ex Roxb.) T. Yamaz,Yes,Yes,111,,,,,,,Rubiaceae,Himalrandia tetrasperma,Himalrandia tetrasperma,753117-1,753117-1,Species
198,Hintonia latiflora (Sessé & Moc. ex DC.) Bullock,Hintonia,latiflora (Sessé & Moc. ex DC.) Bullock,Yes,Yes,74,Yes,"74, 209",,,Active [196],112/196,Rubiaceae,Hintonia latiflora,Hintonia latiflora,122717-2,122717-2,Species
199,Hoffmannia areolata Standl.,Hoffmannia,areolata Standl.,Yes,No,68,,,,,,,Rubiaceae,Hoffmannia areolata,Hoffmannia areolata,123228-2,123228-2,Species
200,Hoffmannia bullata L. O. Williams,Hoffmannia,bullata L. O. Williams,Yes,Yes,68,,,,,,,Rubiaceae,Hoffmannia bullata,Hoffmannia bullata,123236-2,123236-2,Species
201,Hoffmannia cercidifolia Dwyer,Hoffmannia,cercidifolia Dwyer,Yes,Yes,68,,,,,,,Rubiaceae,Hoffmannia cercidifolia,Hoffmannia cercidifolia,123240-2,123240-2,Species
202,Hoffmannia congesta (Oerst.) Dwyer,Hoffmannia,congesta (Oerst.) Dwyer,Yes,Yes,68,,,,,,,Rubiaceae,Hoffmannia congesta,Hoffmannia congesta,975249-1,975249-1,Species
203,Hoffmannia longepetiolata Pol.,Hoffmannia,longepetiolata Pol.,Yes,Yes,68,,,,,,,Rubiaceae,Hoffmannia longepetiolata,Hoffmannia longepetiolata,753217-1,753217-1,Species
204,Hoffmannia manussatani Dwyer,Hoffmannia,manussatani Dwyer,Yes,No,68,,,,,,,Rubiaceae,Hoffmannia manussatani,Hoffmannia manussatani,753222-1,753222-1,Species
205,Hoffmannia morii Dwyer,Hoffmannia,morii Dwyer,Yes,Yes,68,,,,,,,Rubiaceae,Hoffmannia morii,Hoffmannia morii,123289-2,123289-2,Species
206,Hoffmannia pittieri Standl.,Hoffmannia,pittieri Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Hoffmannia pittieri,Hoffmannia pittieri,123310-2,123310-2,Species
207,Hoffmannia psychotriifolia (Benth.) Griseb.,Hoffmannia,psychotriifolia (Benth.) Griseb.,Yes,Yes,68,,,,,,,Rubiaceae,Hoffmannia psychotriifolia,Hoffmannia psychotriifolia,753249-1,753249-1,Species
208,Hoffmannia subauriculata Standl.,Hoffmannia,subauriculata Standl.,Yes,No,68,,,,,,,Rubiaceae,Hoffmannia subauriculata,Hoffmannia subauriculata,123330-2,123330-2,Species
209,Hoffmannia vesciculifera Standl.,Hoffmannia,vesciculifera Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Hoffmannia vesciculifera,Hoffmannia vesciculifera,123343-2,123343-2,Species
210,Hoffmannia viridis Rusby,Hoffmannia,viridis Rusby,Yes,Yes,68,,,,,,,Rubiaceae,Hoffmannia viridis,Hoffmannia viridis,123345-2,123345-2,Species
211,Hydnophytum formicarum Jack,Hydnophytum,formicarum Jack,Yes,Yes,114,,,,,,,Rubiaceae,Hydnophytum formicarum,Hydnophytum formicarum,753446-1,753446-1,Species
212,Hymenodictyon floribundum (Hochst. & Steud.) B. L. Rob.,Hymenodictyon,floribundum (Hochst. & Steud.) B. L. Rob.,Yes,Yes,223,,,,,Inactive,115,Rubiaceae,Hymenodictyon floribundum,Hymenodictyon floribundum,753550-1,753550-1,Species
213,Hymenodictyon louhavate,Hymenodictyon,louhavate,,,,Yes,65,,,,,Rubiaceae,Hymenodictyon louhavate,Hymenodictyon louhavate,753556-1,753556-1,Species
214,Hymenodictyon orixense (Roxb.) Mabb.,Hymenodictyon,orixense (Roxb.) Mabb.,,,,,,Yes,116,Inactive,116,Rubiaceae,Hymenodictyon orixense,Hymenodictyon orixense,910769-1,910769-1,Species
215,Hymenodictyon pachyantha K. Krause,Hymenodictyon,pachyantha K. Krause,Yes,Yes,117,,,,,,,Rubiaceae,Hymenodictyon pachyantha,Hymenodictyon pachyantha,753564-1,753564-1,Species
216,Hyperacanthus talangninia (DC.) Rakotonas. & A.P.Davis,Hyperacanthus,talangninia (DC.) Rakotonas. & A.P.Davis,,,,,,Yes,65,,,Rubiaceae,Hyperacanthus talangninia,Hyperacanthus talangninia,77074404-1,77074404-1,Species
217,Isertia coccinea (Aubl.) J. F. Gmel.,Isertia,coccinea (Aubl.) J. F. Gmel.,Yes,Yes,119,,,,,,,Rubiaceae,Isertia coccinea,Isertia coccinea,30281446-2,30281446-2,Species
218,Isertia haenkeana DC.,Isertia,haenkeana DC.,Yes,Yes,68/118,Yes,209,,,,,Rubiaceae,Isertia haenkeana,Isertia haenkeana,753632-1,753632-1,Species
219,Isertia hypoleuca Benth.,Isertia,hypoleuca Benth.,Yes,Yes,"68, 224",Yes,"31, 209",,,Inactive,31,Rubiaceae,Isertia hypoleuca,Isertia hypoleuca,753635-1,753635-1,Species
220,Isertia laevis (Triana) B. M. Boom,Isertia,laevis (Triana) B. M. Boom,Yes,Yes,68,,,,,,,Rubiaceae,Isertia laevis,Isertia laevis,278892-2,278892-2,Species
221,Ixora amplexicaulis Gillespie,Ixora,amplexicaulis Gillespie,Yes,Yes,105,,,,,,,Rubiaceae,Ixora amplexicaulis,Ixora amplexicaulis,753703-1,753703-1,Species
222,Ixora brevifolia Benth.,Ixora,brevifolia Benth.,Yes,Yes,106,,,,,,,Rubiaceae,Ixora brevifolia,Ixora brevifolia,315603-2,315603-2,Species
223,Ixora chinensis Lam.,Ixora,chinensis Lam.,Yes,Yes,109,,,,,,,Rubiaceae,Ixora chinensis,Ixora chinensis,753834-1,753834-1,Species
224,Ixora coccinea L.,Ixora,coccinea L.,Yes,Yes,108,,,,,,,Rubiaceae,Ixora coccinea,Ixora coccinea,753844-1,753844-1,Species
225,Ixora pavetta Andrews,Ixora,pavetta Andrews,Yes,Yes,110,,,,,,,Rubiaceae,Ixora pavetta,Ixora pavetta,754326-1,754326-1,Species
226,Ixora undulata Roxb. ex Sm.,Ixora,undulata Roxb. ex Sm.,Yes,Yes,"107, 259",,,,,,,Rubiaceae,Ixora undulata,Ixora undulata,754544-1,754544-1,Species
227,Joosia dichotoma (Ruiz & Pav.) H. Karst.,Joosia,dichotoma (Ruiz & Pav.) H. Karst.,,,,Yes,209,,,,,Rubiaceae,Joosia dichotoma,Joosia dichotoma,754601-1,754601-1,Species
228,Joosia panamensis Dwyer,Joosia,panamensis Dwyer,Yes,Yes,68,,,,,,,Rubiaceae,Joosia panamensis,Joosia panamensis,131692-2,131692-2,Species
229,Keetia hispida (Benth.) Bridson,Keetia,hispida (Benth.) Bridson,,,,Yes,23,,,Active,23,Rubiaceae,Keetia hispida,Keetia hispida,943147-1,943147-1,Species
230,Keetia leucantha (K. Krause) Bridson,Keetia,leucantha (K. Krause) Bridson,,,,Yes,121,,,Inactive,120/121,Rubiaceae,Keetia leucantha,Keetia leucantha,943149-1,943149-1,Species
231,Keetia multiflora (Schumach. & Thonn.) Bridson,Keetia,multiflora (Schumach. & Thonn.) Bridson,Yes,Yes,21,,,,,Active,21,Rubiaceae,Keetia multiflora,Keetia multiflora,943151-1,943151-1,Species
232,Keetia venosa (Oliv.) Bridson,Keetia,venosa (Oliv.) Bridson,,,,,,,,Inactive,120,Rubiaceae,Keetia venosa,Keetia venosa,943138-1,943138-1,Species
233,Keetia zanzibarica (Klotzsch) Bridson,Keetia,zanzibarica (Klotzsch) Bridson,,,,Yes,121,,,,,Rubiaceae,Keetia zanzibarica,Keetia zanzibarica,943140-1,943140-1,Species
234,Khasiaclunea oligocephala (Havil.) Ridsdale,Khasiaclunea,oligocephala (Havil.) Ridsdale,Yes,Yes,39,,,,,,,Rubiaceae,Khasiaclunea oligocephala,Khasiaclunea oligocephala,754656-1,754656-1,Species
235,Kohautia aspera (B. Heyne ex Roth) Bremek.,Kohautia,aspera (B. Heyne ex Roth) Bremek.,Yes,Yes,122,,,,,,,Rubiaceae,Kohautia aspera,Kohautia aspera,754709-1,754709-1,Species
236,Ladenbergia amazonensis Ducke,Ladenbergia,amazonensis Ducke,,,,Yes,209,,,,,Rubiaceae,Ladenbergia amazonensis,Ladenbergia amazonensis,134590-2,134590-2,Species
237,Ladenbergia bullata (Wedd.) Standl.,Ladenbergia,bullata (Wedd.) Standl.,Yes,Yes,68,,,,,,,Rubiaceae,Ladenbergia bullata,Ladenbergia bullata,134593-2,134593-2,Species
238,Ladenbergia carua (Wedd.) Standl.,Ladenbergia,carua (Wedd.) Standl.,,,,Yes,209,,,,,Rubiaceae,Ladenbergia carua,Ladenbergia carua,754813-1,754813-1,Species
239,Ladenbergia cujabensis Klotzsch,Ladenbergia,cujabensis Klotzsch,,,,Yes,209,,,,,Rubiaceae,Ladenbergia cujabensis,Ladenbergia cujabensis,754818-1,754818-1,Species
240,Ladenbergia hexandra (Pohl) Klotzsch,Ladenbergia,hexandra (Pohl) Klotzsch,Yes,Yes,123,Yes,209,,,,,Rubiaceae,Ladenbergia hexandra,Ladenbergia hexandra,754828-1,754828-1,Species
241,Ladenbergia lambertiana (A. Braun ex Mart.) Klotzsch,Ladenbergia,lambertiana (A. Braun ex Mart.) Klotzsch,,,,Yes,209,,,,,Rubiaceae,Ladenbergia lambertiana,Ladenbergia lambertiana,754830-1,754830-1,Species
242,Ladenbergia macrocarpa (Vahl) Klotzsch,Ladenbergia,macrocarpa (Vahl) Klotzsch,Yes,Yes,68,Yes,209,,,,,Rubiaceae,Ladenbergia macrocarpa,Ladenbergia macrocarpa,1215741-2,1215741-2,Species
243,Ladenbergia muzonensis (Goudot) Standl.,Ladenbergia,muzonensis (Goudot) Standl.,,,,Yes,209,,,,,Rubiaceae,Ladenbergia muzonensis,Ladenbergia muzonensis,134610-2,134610-2,Species
244,Ladenbergia oblongifolia (Humb. ex Mutis) L. Andersson,Ladenbergia,oblongifolia (Humb. ex Mutis) L. Andersson,Yes,Yes,102,Yes,31,,,Inactive,31,Rubiaceae,Ladenbergia oblongifolia,Ladenbergia oblongifolia,1106418-2,1106418-2,Species
245,Ladenbergia riveroana (Wedd.) Standl.,Ladenbergia,riveroana (Wedd.) Standl.,,,,Yes,209,,,,,Rubiaceae,Ladenbergia riveroana,Ladenbergia riveroana,134618-2,134618-2,Species
246,Leptactina densiflora Hook.f.,Leptactina,densiflora Hook.f.,Yes,Yes,225,,,,,,,Rubiaceae,Leptactina densiflora,Leptactina densiflora,755237-1,755237-1,Species
247,Lerchea bracteata Valeton,Lerchea,bracteata Valeton,Yes,Yes,102,,,,,,,Rubiaceae,Lerchea bracteata,Lerchea bracteata,755323-1,755323-1,Species
248,Lerchea parviflora Axelius,Lerchea,parviflora Axelius,Yes,Yes,125,,,,,,,Rubiaceae,Lerchea parviflora,Lerchea parviflora,931538-1,931538-1,Species
249,Ludekia bernardoi (Merr.) Ridsdale,Ludekia,bernardoi (Merr.) Ridsdale,Yes,Yes,39,,,,,,,Rubiaceae,Ludekia bernardoi,Ludekia bernardoi,755403-1,755403-1,Species
250,Macrocnemum roseum (Ruiz & Pav.) Wedd.,Macrocnemum,roseum (Ruiz & Pav.) Wedd.,Yes,Yes,68,Yes,209,,,Inactive,158,Rubiaceae,Macrocnemum roseum,Macrocnemum roseum,755513-1,755513-1,Species
251,Manettia coccinea (aubl.) Forsyth f.,Manettia,coccinea (aubl.) Forsyth f.,Yes,Yes,68,,,,,,,Rubiaceae,Manettia coccinea,Manettia coccinea,755646-1,755646-1,Species
252,Manettia flexilis Brandegee,Manettia,flexilis Brandegee,Yes,No,68,,,,,,,Rubiaceae,Manettia flexilis,Manettia flexilis,152169-2,152169-2,Species
253,Manettia reclinata L.,Manettia,reclinata L.,Yes,Yes,68,,,,,,,Rubiaceae,Manettia reclinata,Manettia reclinata,755756-1,755756-1,Species
254,Massularia acuminata (G. Don) Bullock ex Hoyle,Massularia,acuminata (G. Don) Bullock ex Hoyle,Yes,Yes,127,,,,,Active,127,Rubiaceae,Massularia acuminata,Massularia acuminata,756020-1,756020-1,Species
255,Meyna laxiflora Robyns,Meyna,laxiflora Robyns,Yes,Yes,128,,,,,,,Rubiaceae,Meyna laxiflora,Meyna laxiflora,756200-1,756200-1,Species
256,Mitracarpus hirtus (L.) DC.,Mitracarpus,hirtus (L.) DC.,Yes,Yes,130,Yes,129,,,Inactive,129,Rubiaceae,Mitracarpus hirtus,Mitracarpus hirtus,756228-1,756228-1,Species
